spot_id,X,Y,array_col,array_row
slide1_085_12_r89c451,90312,30942,451,89
slide1_085_12_r89c453,90712,30942,453,89
slide1_085_12_r89c455,91112,30942,455,89
slide1_085_12_r89c457,91512,30942,457,89
slide1_085_12_r89c459,91912,30942,459,89
slide1_085_12_r89c461,92312,30942,461,89
slide1_085_12_r89c463,92712,30942,463,89
slide1_085_12_r89c465,93112,30942,465,89
slide1_085_12_r89c467,93512,30942,467,89
slide1_085_12_r89c469,93912,30942,469,89
slide1_085_12_r89c471,94312,30942,471,89
slide1_085_12_r89c473,94712,30942,473,89
slide1_085_12_r89c475,95112,30942,475,89
slide1_085_12_r89c609,121912,30942,609,89
slide1_085_12_r89c629,125912,30942,629,89
slide1_085_12_r89c631,126312,30942,631,89
slide1_085_12_r89c633,126712,30942,633,89
slide1_085_12_r89c635,127112,30942,635,89
slide1_085_12_r89c639,127912,30942,639,89
slide1_085_12_r89c647,129512,30942,647,89
slide1_085_12_r89c653,130712,30942,653,89
slide1_085_12_r89c657,131512,30942,657,89
slide1_085_12_r89c659,131912,30942,659,89
slide1_085_12_r89c661,132312,30942,661,89
slide1_085_12_r90c310,62112,31288,310,90
slide1_085_12_r90c312,62512,31288,312,90
slide1_085_12_r90c322,64512,31288,322,90
slide1_085_12_r90c326,65312,31288,326,90
slide1_085_12_r90c336,67312,31288,336,90
slide1_085_12_r90c346,69312,31288,346,90
slide1_085_12_r90c348,69712,31288,348,90
slide1_085_12_r90c350,70112,31288,350,90
slide1_085_12_r90c352,70512,31288,352,90
slide1_085_12_r90c354,70912,31288,354,90
slide1_085_12_r90c356,71312,31288,356,90
slide1_085_12_r90c358,71712,31288,358,90
slide1_085_12_r90c360,72112,31288,360,90
slide1_085_12_r90c362,72512,31288,362,90
slide1_085_12_r90c364,72912,31288,364,90
slide1_085_12_r90c366,73312,31288,366,90
slide1_085_12_r90c368,73712,31288,368,90
slide1_085_12_r90c370,74112,31288,370,90
slide1_085_12_r90c372,74512,31288,372,90
slide1_085_12_r90c374,74912,31288,374,90
slide1_085_12_r90c376,75312,31288,376,90
slide1_085_12_r90c378,75712,31288,378,90
slide1_085_12_r90c380,76112,31288,380,90
slide1_085_12_r90c382,76512,31288,382,90
slide1_085_12_r90c384,76912,31288,384,90
slide1_085_12_r90c386,77312,31288,386,90
slide1_085_12_r90c388,77712,31288,388,90
slide1_085_12_r90c390,78112,31288,390,90
slide1_085_12_r90c392,78512,31288,392,90
slide1_085_12_r90c394,78912,31288,394,90
slide1_085_12_r90c396,79312,31288,396,90
slide1_085_12_r90c398,79712,31288,398,90
slide1_085_12_r90c400,80112,31288,400,90
slide1_085_12_r90c402,80512,31288,402,90
slide1_085_12_r90c404,80912,31288,404,90
slide1_085_12_r90c406,81312,31288,406,90
slide1_085_12_r90c408,81712,31288,408,90
slide1_085_12_r90c410,82112,31288,410,90
slide1_085_12_r90c412,82512,31288,412,90
slide1_085_12_r90c414,82912,31288,414,90
slide1_085_12_r90c416,83312,31288,416,90
slide1_085_12_r90c418,83712,31288,418,90
slide1_085_12_r90c420,84112,31288,420,90
slide1_085_12_r90c422,84512,31288,422,90
slide1_085_12_r90c424,84912,31288,424,90
slide1_085_12_r90c426,85312,31288,426,90
slide1_085_12_r90c428,85712,31288,428,90
slide1_085_12_r90c430,86112,31288,430,90
slide1_085_12_r90c432,86512,31288,432,90
slide1_085_12_r90c434,86912,31288,434,90
slide1_085_12_r90c436,87312,31288,436,90
slide1_085_12_r90c438,87712,31288,438,90
slide1_085_12_r90c440,88112,31288,440,90
slide1_085_12_r90c442,88512,31288,442,90
slide1_085_12_r90c444,88912,31288,444,90
slide1_085_12_r90c446,89312,31288,446,90
slide1_085_12_r90c448,89712,31288,448,90
slide1_085_12_r90c450,90112,31288,450,90
slide1_085_12_r90c452,90512,31288,452,90
slide1_085_12_r90c454,90912,31288,454,90
slide1_085_12_r90c456,91312,31288,456,90
slide1_085_12_r90c458,91712,31288,458,90
slide1_085_12_r90c460,92112,31288,460,90
slide1_085_12_r90c462,92512,31288,462,90
slide1_085_12_r90c464,92912,31288,464,90
slide1_085_12_r90c466,93312,31288,466,90
slide1_085_12_r90c468,93712,31288,468,90
slide1_085_12_r90c470,94112,31288,470,90
slide1_085_12_r90c472,94512,31288,472,90
slide1_085_12_r90c474,94912,31288,474,90
slide1_085_12_r90c476,95312,31288,476,90
slide1_085_12_r90c478,95712,31288,478,90
slide1_085_12_r90c480,96112,31288,480,90
slide1_085_12_r90c584,116912,31288,584,90
slide1_085_12_r90c608,121712,31288,608,90
slide1_085_12_r90c610,122112,31288,610,90
slide1_085_12_r90c630,126112,31288,630,90
slide1_085_12_r90c632,126512,31288,632,90
slide1_085_12_r90c634,126912,31288,634,90
slide1_085_12_r90c636,127312,31288,636,90
slide1_085_12_r90c640,128112,31288,640,90
slide1_085_12_r90c644,128912,31288,644,90
slide1_085_12_r90c646,129312,31288,646,90
slide1_085_12_r90c648,129712,31288,648,90
slide1_085_12_r90c650,130112,31288,650,90
slide1_085_12_r90c652,130512,31288,652,90
slide1_085_12_r90c654,130912,31288,654,90
slide1_085_12_r90c656,131312,31288,656,90
slide1_085_12_r90c658,131712,31288,658,90
slide1_085_12_r90c660,132112,31288,660,90
slide1_085_12_r90c662,132512,31288,662,90
slide1_085_12_r90c664,132912,31288,664,90
slide1_085_12_r90c666,133312,31288,666,90
slide1_085_12_r90c668,133712,31288,668,90
slide1_085_12_r90c680,136112,31288,680,90
slide1_085_12_r91c311,62312,31635,311,91
slide1_085_12_r91c313,62712,31635,313,91
slide1_085_12_r91c317,63512,31635,317,91
slide1_085_12_r91c319,63912,31635,319,91
slide1_085_12_r91c321,64312,31635,321,91
slide1_085_12_r91c323,64712,31635,323,91
slide1_085_12_r91c325,65112,31635,325,91
slide1_085_12_r91c327,65512,31635,327,91
slide1_085_12_r91c329,65912,31635,329,91
slide1_085_12_r91c331,66312,31635,331,91
slide1_085_12_r91c333,66712,31635,333,91
slide1_085_12_r91c335,67112,31635,335,91
slide1_085_12_r91c337,67512,31635,337,91
slide1_085_12_r91c339,67912,31635,339,91
slide1_085_12_r91c341,68312,31635,341,91
slide1_085_12_r91c343,68712,31635,343,91
slide1_085_12_r91c345,69112,31635,345,91
slide1_085_12_r91c347,69512,31635,347,91
slide1_085_12_r91c349,69912,31635,349,91
slide1_085_12_r91c351,70312,31635,351,91
slide1_085_12_r91c353,70712,31635,353,91
slide1_085_12_r91c355,71112,31635,355,91
slide1_085_12_r91c357,71512,31635,357,91
slide1_085_12_r91c359,71912,31635,359,91
slide1_085_12_r91c361,72312,31635,361,91
slide1_085_12_r91c363,72712,31635,363,91
slide1_085_12_r91c365,73112,31635,365,91
slide1_085_12_r91c367,73512,31635,367,91
slide1_085_12_r91c369,73912,31635,369,91
slide1_085_12_r91c371,74312,31635,371,91
slide1_085_12_r91c373,74712,31635,373,91
slide1_085_12_r91c375,75112,31635,375,91
slide1_085_12_r91c377,75512,31635,377,91
slide1_085_12_r91c379,75912,31635,379,91
slide1_085_12_r91c381,76312,31635,381,91
slide1_085_12_r91c383,76712,31635,383,91
slide1_085_12_r91c385,77112,31635,385,91
slide1_085_12_r91c387,77512,31635,387,91
slide1_085_12_r91c389,77912,31635,389,91
slide1_085_12_r91c391,78312,31635,391,91
slide1_085_12_r91c393,78712,31635,393,91
slide1_085_12_r91c395,79112,31635,395,91
slide1_085_12_r91c397,79512,31635,397,91
slide1_085_12_r91c399,79912,31635,399,91
slide1_085_12_r91c401,80312,31635,401,91
slide1_085_12_r91c403,80712,31635,403,91
slide1_085_12_r91c405,81112,31635,405,91
slide1_085_12_r91c407,81512,31635,407,91
slide1_085_12_r91c409,81912,31635,409,91
slide1_085_12_r91c411,82312,31635,411,91
slide1_085_12_r91c413,82712,31635,413,91
slide1_085_12_r91c415,83112,31635,415,91
slide1_085_12_r91c417,83512,31635,417,91
slide1_085_12_r91c419,83912,31635,419,91
slide1_085_12_r91c421,84312,31635,421,91
slide1_085_12_r91c423,84712,31635,423,91
slide1_085_12_r91c425,85112,31635,425,91
slide1_085_12_r91c427,85512,31635,427,91
slide1_085_12_r91c429,85912,31635,429,91
slide1_085_12_r91c431,86312,31635,431,91
slide1_085_12_r91c433,86712,31635,433,91
slide1_085_12_r91c435,87112,31635,435,91
slide1_085_12_r91c437,87512,31635,437,91
slide1_085_12_r91c439,87912,31635,439,91
slide1_085_12_r91c441,88312,31635,441,91
slide1_085_12_r91c443,88712,31635,443,91
slide1_085_12_r91c445,89112,31635,445,91
slide1_085_12_r91c447,89512,31635,447,91
slide1_085_12_r91c449,89912,31635,449,91
slide1_085_12_r91c451,90312,31635,451,91
slide1_085_12_r91c453,90712,31635,453,91
slide1_085_12_r91c455,91112,31635,455,91
slide1_085_12_r91c457,91512,31635,457,91
slide1_085_12_r91c459,91912,31635,459,91
slide1_085_12_r91c461,92312,31635,461,91
slide1_085_12_r91c463,92712,31635,463,91
slide1_085_12_r91c465,93112,31635,465,91
slide1_085_12_r91c467,93512,31635,467,91
slide1_085_12_r91c469,93912,31635,469,91
slide1_085_12_r91c471,94312,31635,471,91
slide1_085_12_r91c473,94712,31635,473,91
slide1_085_12_r91c475,95112,31635,475,91
slide1_085_12_r91c477,95512,31635,477,91
slide1_085_12_r91c479,95912,31635,479,91
slide1_085_12_r91c481,96312,31635,481,91
slide1_085_12_r91c577,115512,31635,577,91
slide1_085_12_r91c579,115912,31635,579,91
slide1_085_12_r91c581,116312,31635,581,91
slide1_085_12_r91c583,116712,31635,583,91
slide1_085_12_r91c597,119512,31635,597,91
slide1_085_12_r91c599,119912,31635,599,91
slide1_085_12_r91c601,120312,31635,601,91
slide1_085_12_r91c603,120712,31635,603,91
slide1_085_12_r91c605,121112,31635,605,91
slide1_085_12_r91c607,121512,31635,607,91
slide1_085_12_r91c609,121912,31635,609,91
slide1_085_12_r91c611,122312,31635,611,91
slide1_085_12_r91c613,122712,31635,613,91
slide1_085_12_r91c621,124312,31635,621,91
slide1_085_12_r91c623,124712,31635,623,91
slide1_085_12_r91c625,125112,31635,625,91
slide1_085_12_r91c633,126712,31635,633,91
slide1_085_12_r91c635,127112,31635,635,91
slide1_085_12_r91c637,127512,31635,637,91
slide1_085_12_r91c639,127912,31635,639,91
slide1_085_12_r91c647,129512,31635,647,91
slide1_085_12_r91c655,131112,31635,655,91
slide1_085_12_r91c657,131512,31635,657,91
slide1_085_12_r91c659,131912,31635,659,91
slide1_085_12_r91c661,132312,31635,661,91
slide1_085_12_r91c663,132712,31635,663,91
slide1_085_12_r91c665,133112,31635,665,91
slide1_085_12_r91c667,133512,31635,667,91
slide1_085_12_r91c669,133912,31635,669,91
slide1_085_12_r91c671,134312,31635,671,91
slide1_085_12_r91c673,134712,31635,673,91
slide1_085_12_r91c675,135112,31635,675,91
slide1_085_12_r91c677,135512,31635,677,91
slide1_085_12_r91c679,135912,31635,679,91
slide1_085_12_r92c310,62112,31981,310,92
slide1_085_12_r92c312,62512,31981,312,92
slide1_085_12_r92c314,62912,31981,314,92
slide1_085_12_r92c316,63312,31981,316,92
slide1_085_12_r92c318,63712,31981,318,92
slide1_085_12_r92c320,64112,31981,320,92
slide1_085_12_r92c322,64512,31981,322,92
slide1_085_12_r92c324,64912,31981,324,92
slide1_085_12_r92c326,65312,31981,326,92
slide1_085_12_r92c328,65712,31981,328,92
slide1_085_12_r92c330,66112,31981,330,92
slide1_085_12_r92c332,66512,31981,332,92
slide1_085_12_r92c334,66912,31981,334,92
slide1_085_12_r92c336,67312,31981,336,92
slide1_085_12_r92c338,67712,31981,338,92
slide1_085_12_r92c340,68112,31981,340,92
slide1_085_12_r92c342,68512,31981,342,92
slide1_085_12_r92c344,68912,31981,344,92
slide1_085_12_r92c346,69312,31981,346,92
slide1_085_12_r92c348,69712,31981,348,92
