cell_type,gene,r,p,rank,direction,p_bh
Endothelia_vascular_arterial_pulmonary,MVP,0.6324990470357151,2.409576990825002e-06,1,pos,6.978431816522214e-06
Endothelia_vascular_arterial_pulmonary,HSPG2,0.569236974746853,3.6553700536234857e-05,2,pos,5.0945924092313386e-05
Endothelia_vascular_arterial_pulmonary,H2AZ1;H2AZ2,0.5673971265035797,3.923671917549498e-05,3,pos,5.384112408301198e-05
Endothelia_vascular_arterial_pulmonary,ILK,0.542962091909477,9.670481547896514e-05,4,pos,0.00011511045356661077
Endothelia_vascular_arterial_pulmonary,TLN1,0.5323141130070969,0.00014024328161954536,5,pos,0.00016073728552383422
Endothelia_vascular_arterial_systemic,NGLY1,0.6310368148049434,2.5836232013798366e-06,1,pos,7.3294275216449265e-06
Endothelia_vascular_arterial_systemic,IQGAP2,0.58220770055975,2.1915672000716313e-05,2,pos,3.473419004352378e-05
Endothelia_vascular_arterial_systemic,MGAT1,0.5809940497296983,2.3011561157249005e-05,3,pos,3.602592744774795e-05
Endothelia_vascular_arterial_systemic,IGKV1-33;IGKV1D-33,0.5589069181935451,5.4112801139982736e-05,4,pos,7.039063562924583e-05
Endothelia_vascular_arterial_systemic,POTEKP,0.5582833238087053,5.538656189618685e-05,5,pos,7.123673555779659e-05
Endothelia_vascular_venous_pulmonary,LRRC15,0.47035467745987514,0.0009719582146017203,1,pos,0.0010085169541911494
Endothelia_vascular_venous_pulmonary,SOD2,0.46098731703282536,0.0012633140433442325,2,pos,0.0012957067111222897
Endothelia_vascular_venous_pulmonary,PTRH2,0.4529736908650736,0.0015718244785465352,3,pos,0.0016059509359351572
Endothelia_vascular_venous_pulmonary,NDUFB6,0.4506205067154364,0.0016743179568412536,4,pos,0.0017084877110625037
Endothelia_vascular_venous_pulmonary,SYNJ2BP,0.4420320975673656,0.0021005653143468805,5,pos,0.002135263343681708
Endothelia_vascular_venous_systemic,GDI2,0.5271781937155517,0.00016704794407829127,1,pos,0.00018918498348095245
Endothelia_vascular_venous_systemic,GOLPH3L,0.5144526993053445,0.0002546230697424434,2,pos,0.0002798055711455422
Endothelia_vascular_venous_systemic,CCT8,0.50815149246307,0.00031182190145151445,3,pos,0.00033847696222688133
Endothelia_vascular_venous_systemic,PEBP1,0.49659854889894794,0.0004476147502103789,4,pos,0.00047809319114593205
Endothelia_vascular_venous_systemic,RNASET2,0.49557676920812527,0.00046187482232795674,5,pos,0.0004926664771498205
Erythrocyte,COLGALT1,0.6690344607560883,3.7219419524170405e-07,1,pos,3.1077648084594975e-06
Erythrocyte,ALDH1B1,0.6446888615541231,1.3280367798795822e-06,2,pos,5.060762878391263e-06
Erythrocyte,CCDC124,0.6358734533680686,2.048529335496596e-06,3,pos,6.308028285498885e-06
Erythrocyte,MRI1,0.6326892096481439,2.3877579267139737e-06,4,pos,6.946204877713378e-06
Erythrocyte,ILK,0.6142358783237392,5.614799575059948e-06,5,pos,1.2582183921702965e-05
Fibro_adventitial,PRDX6,0.7300208805149078,8.567927922698004e-09,1,pos,6.23122030741673e-07
Fibro_adventitial,NME2,0.714083656443438,2.519404462830721e-08,2,pos,1.2030302165083846e-06
Fibro_adventitial,CHI3L2,0.6581591835019809,6.663582741150975e-07,3,pos,3.7278784565879583e-06
Fibro_adventitial,PEBP1,0.6368272303410758,1.9559689179438067e-06,4,pos,6.147806840689496e-06
Fibro_adventitial,LDHB,0.6357781856095783,2.057994228144011e-06,5,pos,6.308028285498885e-06
Fibro_alveolar,COLGALT1,0.667764728898368,3.988749470718034e-07,1,pos,3.1345933527133983e-06
Fibro_alveolar,MRI1,0.6397756079718698,1.6937702882469097e-06,2,pos,5.815520302993681e-06
Fibro_alveolar,CCDC124,0.6354957544735488,2.086292502090359e-06,3,pos,6.35386752726161e-06
Fibro_alveolar,ALDH1B1,0.6285807811651394,2.902368148038903e-06,4,pos,7.870828876037703e-06
Fibro_alveolar,ILK,0.6250008865515045,3.4325596272033465e-06,5,pos,8.801434941547042e-06
Fibro_immune_recruiting,PRDX6,0.6847499350902662,1.535603704194699e-07,1,pos,2.9397727785429595e-06
Fibro_immune_recruiting,NME2,0.6766633921530899,2.437961634793595e-07,2,pos,2.9397727785429595e-06
Fibro_immune_recruiting,S100B,0.6667442270285178,4.2159731350466245e-07,3,pos,3.18186651701632e-06
Fibro_immune_recruiting,MGP,0.6503821844693176,9.963717246819215e-07,4,pos,4.428318776364095e-06
Fibro_immune_recruiting,OSBP,0.6389487431148745,1.7638071823089518e-06,5,pos,5.900918581177214e-06
Fibro_myofibroblast,NME2,0.6927848808248873,9.559014269022725e-08,1,pos,2.5490704717393937e-06
Fibro_myofibroblast,PRDX6,0.6857087547102847,1.4522932456628723e-07,2,pos,2.9397727785429595e-06
Fibro_myofibroblast,LDHB,0.6457957244479353,1.2564665241576733e-06,3,pos,4.976105046169003e-06
Fibro_myofibroblast,S100A6,0.6341540122874824,2.2257199994157872e-06,4,pos,6.668823968287003e-06
Fibro_myofibroblast,CHI3L2,0.6122396028891763,6.139031376806159e-06,5,pos,1.3455411236835416e-05
Fibro_peribronchial,DCN,0.543314619271423,9.550151295756315e-05,1,pos,0.00011386171440544042
Fibro_peribronchial,SERPINF1,0.5422417773378617,9.920655503581344e-05,2,pos,0.00011688548457827798
Fibro_peribronchial,MMP2,0.5275605885557679,0.00016490259610080216,3,pos,0.0001871235133058748
Fibro_peribronchial,PLG,0.5174001871905782,0.0002312803288870846,4,pos,0.00025555837446086696
Fibro_peribronchial,APOH,0.5142320967352015,0.00025645306515498234,5,pos,0.0002814299754787186
Fibro_perichondrial,NT5DC2,0.516565271816766,0.0002376874145118002,1,pos,0.00026191450634909116
Fibro_perichondrial,TRPS1,0.5016015299787527,0.0003833530047421263,2,pos,0.0004122075319807809
Fibro_perichondrial,RBM15B,0.4899526772459439,0.0005479432580854926,3,pos,0.0005806021277727074
Fibro_perichondrial,CUL7,0.47344457834844017,0.0008899741851842169,4,pos,0.000924648504087498
Fibro_perichondrial,SULF1,0.4678941013421089,0.0010420028227182687,5,pos,0.0010783987815971732
ILC,CC2D1A,0.6644033030916581,4.783472147273926e-07,1,pos,3.298946308464777e-06
ILC,ALDH1B1,0.6629148228683502,5.180443432006854e-07,2,pos,3.425086566616102e-06
ILC,MRI1,0.6620228885290944,5.432779488501183e-07,3,pos,3.4712354373627677e-06
ILC,ISYNA1,0.6536750326507245,8.415030674502333e-07,4,pos,3.997539675219203e-06
ILC,LAMB3,0.6528428034730258,8.783785783172959e-07,5,pos,4.1093734658119105e-06
Ionocyte_n_Brush,UBA2,0.5663652526152334,4.0819250838985965e-05,1,pos,5.5631006254154634e-05
Ionocyte_n_Brush,BRD4,0.5512390365945117,7.180533737938255e-05,2,pos,8.91991768687982e-05
Ionocyte_n_Brush,SMARCD2,0.5495067442840444,7.647123858944838e-05,3,pos,9.455485451554668e-05
Ionocyte_n_Brush,H2AC25;H2AC4;H2AC6,0.5467900985299516,8.434782663968576e-05,4,pos,0.00010255054910600093
Ionocyte_n_Brush,RBM10,0.5464827107928266,8.528413634611987e-05,5,pos,0.00010321831932964583
MAIT,ALDH1B1,0.6764565210910745,2.466496191733114e-07,1,pos,2.9397727785429595e-06
MAIT,MRI1,0.6702200730780205,3.4878960764039846e-07,2,pos,3.090980365329038e-06
MAIT,COLGALT1,0.6694297058557095,3.6423417060227337e-07,3,pos,3.0998652817214755e-06
MAIT,CC2D1A,0.6582850002886975,6.619723751377649e-07,4,pos,3.7278784565879583e-06
MAIT,ISYNA1,0.6543439498292309,8.129117354815918e-07,5,pos,3.971179100795224e-06
Macro_AW_CX3CR1,DDX3X,0.7049114540312879,4.538380093954686e-08,1,pos,1.4522816300654995e-06
Macro_AW_CX3CR1,CC2D1A,0.7017025242383889,5.5470636972643206e-08,2,pos,1.6435744288190578e-06
Macro_AW_CX3CR1,LAMB3,0.6737580491183233,2.8683628316983345e-07,3,pos,2.9397727785429595e-06
Macro_AW_CX3CR1,ISYNA1,0.6615461325503059,5.572299546230397e-07,4,pos,3.482687216393998e-06
Macro_AW_CX3CR1,EPPK1,0.6598505670617036,6.095949558471148e-07,5,pos,3.6667365765239984e-06
Macro_CCL,ALDH1B1,0.6720906174130932,3.14632536024817e-07,1,pos,3.032602756865706e-06
Macro_CCL,COLGALT1,0.6480800444571498,1.1199325880006938e-06,2,pos,4.7404553989447365e-06
Macro_CCL,MRI1,0.6461295864815901,1.2355918272977107e-06,3,pos,4.972075310013055e-06
Macro_CCL,ISYNA1,0.6446826293142947,1.3284502555777067e-06,4,pos,5.060762878391263e-06
Macro_CCL,CC2D1A,0.6400927121144944,1.667601753130299e-06,5,pos,5.815520302993681e-06
Macro_CHIT1,ILK,0.6051428647566767,8.390495113141938e-06,1,pos,1.7079888271026846e-05
Macro_CHIT1,ALDH1B1,0.5710909185537005,3.402107514216546e-05,2,pos,4.834255792847667e-05
Macro_CHIT1,SUN2,0.5438260862790931,9.377993428683062e-05,3,pos,0.00011231129854710254
Macro_CHIT1,KTN1,0.5353667803792445,0.00012622687204855154,4,pos,0.00014613820208225938
Macro_CHIT1,TGFB1I1,0.5338507563904575,0.0001330200832281303,5,pos,0.00015333727173271505
Macro_alv,ILK,0.6367352390735912,1.964724462011347e-06,1,pos,6.147806840689496e-06
Macro_alv,MACROH2A2,0.5783236288331326,2.560219138736386e-05,2,pos,3.9012863066459214e-05
Macro_alv,MVP,0.5778092368261734,2.6130947679003924e-05,3,pos,3.959234496818776e-05
Macro_alv,HSPG2,0.571229726311051,3.383808069679084e-05,4,pos,4.816808640112575e-05
Macro_alv,NAPRT,0.5660197035070903,4.136212309235887e-05,5,pos,5.6274997404569896e-05
Macro_alveolar_metallothioneins,ANPEP,0.6157056277536869,5.255604862641761e-06,1,pos,1.2293812544191254e-05
Macro_alveolar_metallothioneins,DDX3X,0.6059913967402354,8.086042775135027e-06,2,pos,1.6629393882025763e-05
Macro_alveolar_metallothioneins,MFGE8,0.6032235923340874,9.118516376194208e-06,3,pos,1.810127320336319e-05
Macro_alveolar_metallothioneins,TUBB3,0.5991069420330021,1.0880456127626559e-05,4,pos,2.07246783383363e-05
Macro_alveolar_metallothioneins,PLS3,0.5975106567837635,1.1644268989474682e-05,5,pos,2.154716459534672e-05
Macro_dividing,ILK,0.6282310378094342,2.9506088032871247e-06,1,pos,7.913864754627298e-06
Macro_dividing,ALDH1B1,0.5854450365427041,1.9222591433498692e-05,2,pos,3.164212581645875e-05
Macro_dividing,COLGALT1,0.582481484954272,2.1675173655033575e-05,3,pos,3.4542109410412075e-05
Macro_dividing,TGFB1I1,0.5728552403403797,3.1761214492886936e-05,4,pos,4.6114286015080854e-05
Macro_dividing,MRI1,0.5634236651256767,4.56567976832023e-05,5,pos,6.027300024185123e-05
Macro_int,DDX3X,0.665627799674073,4.478316719680464e-07,1,pos,3.2342134241150994e-06
Macro_int,PLS3,0.6362405491114139,2.012434033638044e-06,2,pos,6.240105530660602e-06
Macro_int,NDRG1,0.6298545506316205,2.7327773155505497e-06,3,pos,7.557875693562672e-06
Macro_int,LGALS1,0.6281492051639441,2.9620027102161828e-06,4,pos,7.913864754627298e-06
Macro_int,ALDH18A1,0.6143712220614513,5.580799065540987e-06,5,pos,1.2576448598402224e-05
Macro_interstitial,ALDH1B1,0.6555454801702035,7.638090513406581e-07,1,pos,3.844462337295859e-06
Macro_interstitial,COLGALT1,0.6234336477220281,3.691744153266896e-06,2,pos,9.34618772978961e-06
Macro_interstitial,MRI1,0.6228909292536811,3.7856353543030963e-06,3,pos,9.46408838575774e-06
Macro_interstitial,CCDC124,0.6172390370356542,4.903566992009445e-06,4,pos,1.1606075720732414e-05
Macro_interstitial,CC2D1A,0.6170143419155039,4.953752235747899e-06,5,pos,1.16902707628269e-05
Macrophage_intermediate,DDX3X,0.638873919025878,1.770275574353164e-06,1,pos,5.900918581177214e-06
Macrophage_intermediate,ISYNA1,0.624842995384564,3.457887286284489e-06,2,pos,8.838050571973135e-06
Macrophage_intermediate,PLS3,0.6148658572460433,5.458149276327262e-06,3,pos,1.2547469600752327e-05
Macrophage_intermediate,ANPEP,0.5979350201813658,1.1436536371034478e-05,4,pos,2.1329816095397683e-05
Macrophage_intermediate,CC2D1A,0.595387969561762,1.2736500864418687e-05,5,pos,2.3157274298943065e-05
Mast_cell,CC2D1A,0.6521920348463426,9.082532044235592e-07,1,pos,4.175876801947399e-06
Mast_cell,CNN1,0.6459108134199913,1.24923392164078e-06,2,pos,4.972075310013055e-06
Mast_cell,MRI1,0.6437129962471301,1.3942548406919997e-06,3,pos,5.140110011767741e-06
Mast_cell,LAMB3,0.6407010783375506,1.6184434703525596e-06,4,pos,5.759141771477516e-06
Mast_cell,ALDH1B1,0.6334875670996227,2.2981366099017464e-06,5,pos,6.784167114101096e-06
Megakaryocyte,MACROH2A2,0.5439057160806797,9.351446200489555e-05,1,pos,0.00011216127376899017
Megakaryocyte,DDX6,0.5418264525224353,0.00010067568126714832,2,pos,0.00011844197796135097
Megakaryocyte,PIK3R2,0.5243219656921349,0.00018389089886072796,3,pos,0.000206618987483964
Megakaryocyte,MRI1,0.5203832884503095,0.0002096453489714989,4,pos,0.00023326325337579847
Megakaryocyte,LAMB3,0.5187030543832563,0.00022159416907996388,5,pos,0.00024553370535176054
Mesothelia,PRDX6,0.6749225160354951,2.687998581496487e-07,1,pos,2.9397727785429595e-06
Mesothelia,S100B,0.6591843034260101,6.31395812966673e-07,2,pos,3.686982849440426e-06
Mesothelia,NME2,0.633540535712205,2.292302132334001e-06,3,pos,6.784167114101096e-06
Mesothelia,OSBP,0.6282597330584363,2.9466230559993534e-06,4,pos,7.913864754627298e-06
Mesothelia,TMED4,0.6065051024953986,7.906710286054164e-06,5,pos,1.6429527867125534e-05
Monocyte_CD14,ALDH1B1,0.6644460999116877,4.772488477744474e-07,1,pos,3.298946308464777e-06
Monocyte_CD14,ISYNA1,0.6534834225093996,8.498634573861352e-07,2,pos,3.99935744652299e-06
Monocyte_CD14,COLGALT1,0.6506809403380684,9.812991850211006e-07,3,pos,4.38569468165855e-06
Monocyte_CD14,CCDC124,0.6380585541678904,1.8422017837860238e-06,4,pos,5.971684204081407e-06
Monocyte_CD14,HSPA2,0.6330930003762983,2.3420327452949863e-06,5,pos,6.863099619912048e-06
Monocyte_CD16,ISYNA1,0.6679976830835213,3.938503436717866e-07,1,pos,3.1345933527133983e-06
Monocyte_CD16,ALDH1B1,0.6451713228771476,1.2963879665317535e-06,2,pos,5.036170081178709e-06
Monocyte_CD16,CC2D1A,0.6451647592524721,1.2968137959035175e-06,3,pos,5.036170081178709e-06
Monocyte_CD16,HSPA2,0.6421965715993017,1.5032547882043445e-06,4,pos,5.516531332859979e-06
Monocyte_CD16,LAMB3,0.6266844013560294,3.172966980269365e-06,5,pos,8.313061374629818e-06
Muscle_airway,IQGAP2,0.6746868914010926,2.723619014766143e-07,1,pos,2.9397727785429595e-06
Muscle_airway,POTEKP,0.6540822713211987,8.239873883209015e-07,2,pos,3.971179100795224e-06
Muscle_airway,OGN,0.6392718604379392,1.736125096796215e-06,3,pos,5.881362427512203e-06
Muscle_airway,GNAI2,0.6073257192124113,7.6278304066423885e-06,4,pos,1.6016441798724175e-05
Muscle_airway,H1-10,0.6068448782901134,7.790119006978458e-06,5,pos,1.6229414597871788e-05
Muscle_pericyte_airway,NME2,0.6541378333675038,8.216240463543301e-07,1,pos,3.971179100795224e-06
Muscle_pericyte_airway,PRDX6,0.6409200186829275,1.6010835082180819e-06,2,pos,5.759141771477516e-06
Muscle_pericyte_airway,PEBP1,0.6380412465055878,1.8437574980101346e-06,3,pos,5.971684204081407e-06
Muscle_pericyte_airway,LDHB,0.6364362529056886,1.9934328150394975e-06,4,pos,6.2052383347533e-06
Muscle_pericyte_airway,CHI3L2,0.5985455492872587,1.1143654511380774e-05,5,pos,2.107546952507002e-05
Muscle_pericyte_parenchyma,COLGALT1,0.672675033497009,3.046167300624347e-07,1,pos,3.0085602969129353e-06
Muscle_pericyte_parenchyma,ALDH1B1,0.6407211998252552,1.6168407688255115e-06,2,pos,5.759141771477516e-06
Muscle_pericyte_parenchyma,MRI1,0.6369941140678007,1.9401774788985193e-06,3,pos,6.134948549876741e-06
Muscle_pericyte_parenchyma,ISYNA1,0.6318172515086061,2.489332220134699e-06,4,pos,7.112377771813426e-06
Muscle_pericyte_parenchyma,CCDC124,0.6281084007398917,2.9676992829852367e-06,5,pos,7.913864754627298e-06
Muscle_perivascular_immune_recruiting,NME2,0.6293084425355034,2.804330841543745e-06,1,pos,7.709500595309265e-06
Muscle_perivascular_immune_recruiting,S100B,0.6042711035124401,8.71425961945782e-06,2,pos,1.7604564887793578e-05
Muscle_perivascular_immune_recruiting,PRDX6,0.6012864237543953,9.911980622057115e-06,3,pos,1.910743252444745e-05
Muscle_perivascular_immune_recruiting,DDAH2,0.5943854761398975,1.3284447153427692e-05,4,pos,2.3828604759511555e-05
Muscle_perivascular_immune_recruiting,FSCN1,0.5727602540856471,3.1879284379421335e-05,5,pos,4.620186141945121e-05
Muscle_smooth_pulmonary,IQGAP2,0.6697713204390793,3.574821914043014e-07,1,pos,3.090980365329038e-06
Muscle_smooth_pulmonary,OGN,0.647698826297991,1.1417160827864592e-06,2,pos,4.7571503449435806e-06
Muscle_smooth_pulmonary,CFD,0.6394556708819873,1.720557954776325e-06,3,pos,5.881362427512203e-06
Muscle_smooth_pulmonary,POTEKP,0.6305686210503605,2.641765211475189e-06,4,pos,7.389553039091438e-06
Muscle_smooth_pulmonary,SERPIND1,0.6131969689575173,5.882229434872599e-06,5,pos,1.2999402066016793e-05
Muscle_smooth_syst_arterial,IQGAP2,0.700938136486252,5.8164481675504476e-08,1,pos,1.6514066313655758e-06
Muscle_smooth_syst_arterial,POTEKP,0.6733157725698942,2.9397727785429595e-07,2,pos,2.9397727785429595e-06
Muscle_smooth_syst_arterial,OGN,0.6512687594031726,9.522591972732641e-07,3,pos,4.303996371856561e-06
Muscle_smooth_syst_arterial,H1-10,0.6453139360455992,1.2871675956205308e-06,4,pos,5.036170081178709e-06
Muscle_smooth_syst_arterial,RNH1,0.640013245791066,1.674124162631685e-06,5,pos,5.815520302993681e-06
Myoepithelial,PPA1,0.5428400937460194,9.712444519682784e-05,1,pos,0.00011511045356661077
Myoepithelial,TMED4,0.4866320650315717,0.0006052831765488431,2,pos,0.0006354679018885492
Myoepithelial,BAG6,0.48057074301588065,0.00072400290304242,3,pos,0.0007551529627561095
Myoepithelial,SLC25A6,0.46754308589109417,0.0010523540635563045,4,pos,0.0010877044584561286
Myoepithelial,DDX6,0.46008735630971564,0.0012950378568310494,5,pos,0.0013265432592379509
NAF_endoneurial,POTEKP,0.6696981930444417,3.5891767047324663e-07,1,pos,3.090980365329038e-06
NAF_endoneurial,IQGAP2,0.5719647707919326,3.2883994492971524e-05,2,pos,4.706117279852812e-05
NAF_endoneurial,OGN,0.5696532291007301,3.59704847217035e-05,3,pos,5.048489083747859e-05
NAF_endoneurial,H3-5,0.5663766026718858,4.080153057550717e-05,4,pos,5.5631006254154634e-05
NAF_endoneurial,RAB8A,0.564964448103695,4.306114444685427e-05,5,pos,5.799710103327364e-05
NAF_perineurial,POTEKP,0.6579639881345793,6.732161497158273e-07,1,pos,3.7400897206434854e-06
NAF_perineurial,OGN,0.639112754104771,1.7497053221848802e-06,2,pos,5.881362427512203e-06
NAF_perineurial,IQGAP2,0.6270245125614675,3.1227801533528776e-06,3,pos,8.230923042555554e-06
NAF_perineurial,ENTPD1,0.6265322208886618,3.195663484945044e-06,4,pos,8.313061374629818e-06
NAF_perineurial,H1-10,0.6126719959759733,6.021792059218711e-06,5,pos,1.3234707822458705e-05
NKT,ISYNA1,0.6748752579444258,2.6951078235804005e-07,1,pos,2.9397727785429595e-06
NKT,ALDH1B1,0.6696774175553424,3.593264674695007e-07,2,pos,3.090980365329038e-06
NKT,CC2D1A,0.6555384819688088,7.640868895375519e-07,3,pos,3.844462337295859e-06
NKT,COLGALT1,0.6547121158526551,7.975629592316125e-07,4,pos,3.962716364101113e-06
NKT,MRI1,0.6536065971464946,8.444802563900566e-07,5,pos,3.997539675219203e-06
NK_CD11d,CC2D1A,0.6799238829436247,2.026947734101725e-07,1,pos,2.9397727785429595e-06
NK_CD11d,MRI1,0.6766998136855413,2.432969818944031e-07,2,pos,2.9397727785429595e-06
NK_CD11d,LAMB3,0.6642240768552787,4.829725912536276e-07,3,pos,3.3023766923324965e-06
NK_CD11d,ALDH1B1,0.6569445989253659,7.10108974510959e-07,4,pos,3.812665634958169e-06
NK_CD11d,CCDC124,0.6274472504376571,3.061424771910737e-06,5,pos,8.109734495127779e-06
NK_CD16hi,MRI1,0.6773646864046879,2.3435013640771274e-07,1,pos,2.9397727785429595e-06
NK_CD16hi,CC2D1A,0.675353464907442,2.62397012784632e-07,2,pos,2.9397727785429595e-06
NK_CD16hi,ALDH1B1,0.6710604726154418,3.3303752422497723e-07,3,pos,3.090980365329038e-06
NK_CD16hi,LAMB3,0.6604830523334777,5.895486905327374e-07,4,pos,3.573022366865075e-06
NK_CD16hi,ISYNA1,0.6559910238590352,7.463123172790631e-07,5,pos,3.844462337295859e-06
NK_CD56bright,MRI1,0.67466221911393,2.7273741531885776e-07,1,pos,2.9397727785429595e-06
NK_CD56bright,CC2D1A,0.6654619406304046,4.5185622377097445e-07,2,pos,3.2342134241150994e-06
NK_CD56bright,ALDH1B1,0.6478047739180282,1.1356229203673962e-06,3,pos,4.756535792114749e-06
NK_CD56bright,LAMB3,0.6440419511569039,1.3715987001727825e-06,4,pos,5.140110011767741e-06
NK_CD56bright,CCDC124,0.6229820285251598,3.7697223917998457e-06,5,pos,9.46408838575774e-06
Neuroendocrine,DDX6,0.5453026681132576,8.896725246509973e-05,1,pos,0.00010718946080132499
Neuroendocrine,NUP155,0.49321168699716633,0.0004964634828514836,2,pos,0.0005274512434013106
Neuroendocrine,CREBBP,0.4744229340002707,0.0008653369408404554,3,pos,0.0009002204846194594
Neuroendocrine,AHNAK2,0.46721722062397236,0.0010620457166927721,4,pos,0.0010963052559409261
Neuroendocrine,PGLS,0.4671708900633088,0.0010634300977099276,5,pos,0.00109631968836075
SMG_Basal,HNRNPA0,0.4207240793865595,0.003597908854447107,1,pos,0.003629668453414484
SMG_Basal,CWF19L1,0.40145447412686336,0.005688032511749208,2,pos,0.0057238063011312785
SMG_Basal,NDUFS5,0.3993236105983878,0.005973966313413515,3,pos,0.005996453012209299
SMG_Basal,FIBP,0.39560283962288345,0.006503283652792069,4,pos,0.006519582609315357
SMG_Basal,NUP160,0.3936517094355206,0.006796783739853263,5,pos,0.006805290352794255
SMG_Duct,OSBP,0.660871394512288,5.775458851164927e-07,1,pos,3.5397267312356503e-06
SMG_Duct,TMED4,0.6471679006449815,1.1727097866121028e-06,2,pos,4.835916645823104e-06
SMG_Duct,FSCN1,0.6307543597760074,2.618556065980826e-06,3,pos,7.389553039091438e-06
SMG_Duct,ITGA2,0.6282758347648151,2.9443887246127787e-06,4,pos,7.913864754627298e-06
SMG_Duct,MGP,0.6246130646657733,3.4950802212385668e-06,5,pos,8.904662984047303e-06
SMG_Mucous,ACADVL,0.5253672766832861,0.0001775558945671385,1,pos,0.00020006297979395887
SMG_Mucous,AHNAK2,0.523299497852639,0.0001902851164881092,2,pos,0.00021290642404263964
SMG_Mucous,DDX6,0.5138622653692624,0.00025954769328140337,3,pos,0.00028443582825359276
SMG_Mucous,XRCC6,0.49886823900300115,0.0004173474201354388,4,pos,0.0004469584151383548
SMG_Mucous,UQCRB,0.463318650228645,0.0011843301866028,5,pos,0.0012178202432933675
SMG_Serous,GSTP1,0.5882417395534095,1.714456506407558e-05,1,pos,2.9182238406937153e-05
SMG_Serous,HPRT1,0.5845363211288512,1.9946063323672547e-05,2,pos,3.243262329052447e-05
SMG_Serous,TMED4,0.5746469460214624,2.9607841623757736e-05,3,pos,4.386346907223368e-05
SMG_Serous,OSBP,0.5720829591980515,3.273290765659631e-05,4,pos,4.695628038401253e-05
SMG_Serous,AHCY,0.5577142736605428,5.6572761044426656e-05,5,pos,7.241313413686612e-05
Schwann_Myelinating,DDX6,0.6085156841903411,7.239518374113629e-06,1,pos,1.552711715627588e-05
Schwann_Myelinating,HSPA13,0.5425498958392261,9.812929524954939e-05,2,pos,0.00011595780827125482
Schwann_Myelinating,SPARC,0.5240660429957742,0.00018547281023240103,3,pos,0.0002078126725293009
Schwann_Myelinating,DDX3X,0.5170258562781739,0.00023413332378563467,4,pos,0.00025835401245311414
Schwann_Myelinating,NUP155,0.5029142609183787,0.0003679316328606408,5,pos,0.00039669178745082564
Schwann_nonmyelinating,CNN1,0.611674790776225,6.295348963458736e-06,1,pos,1.3685541224910294e-05
Schwann_nonmyelinating,MMP2,0.6069536750136252,7.753122763798359e-06,2,pos,1.619890102554462e-05
Schwann_nonmyelinating,ISYNA1,0.5800963392828061,2.3854288573765814e-05,3,pos,3.7055205551480876e-05
Schwann_nonmyelinating,SFXN3,0.576864994816625,2.7127713166263945e-05,4,pos,4.079355363347962e-05
Schwann_nonmyelinating,MRI1,0.5752790277823056,2.8880698410116423e-05,5,pos,4.309484860105595e-05
Secretory_Club,AHNAK2,0.6084359194361656,7.264965936393253e-06,1,pos,1.5540034088541716e-05
Secretory_Club,PPP2R5D,0.5974739438901105,1.1662402837231411e-05,2,pos,2.154716459534672e-05
Secretory_Club,UPF1,0.5904017395588731,1.568323855893894e-05,3,pos,2.715712304578171e-05
Secretory_Club,CC2D1A,0.5879761450125178,1.7332642013201394e-05,4,pos,2.939837791509721e-05
Secretory_Club,RFC2,0.5772788968387201,2.6686571284351146e-05,5,pos,4.0281617032982864e-05
Secretory_Goblet,RBM10,0.572873604442094,3.173843382353603e-05,1,pos,4.6114286015080854e-05
Secretory_Goblet,BRD4,0.5725404434598526,3.215405787737602e-05,2,pos,4.6515816097469826e-05
Secretory_Goblet,UBA2,0.5689400327905872,3.697502661381691e-05,3,pos,5.126520154428688e-05
Secretory_Goblet,RFC2,0.5459655019220309,8.688097378239945e-05,4,pos,0.00010499211333220477
Secretory_Goblet,RBPMS,0.5403363774279211,0.00010611106379720958,5,pos,0.00012447045606710802
Suprabasal,MECP2,0.6381633760160699,1.8328057451721946e-06,1,pos,5.971684204081407e-06
Suprabasal,TAF15,0.6347661553726601,2.161071863016062e-06,2,pos,6.548702615200187e-06
Suprabasal,H2AC25;H2AC4;H2AC6,0.6142962321064753,5.599614181006629e-06,3,pos,1.2582183921702965e-05
Suprabasal,H1-2,0.6137974738289983,5.726251407933702e-06,4,pos,1.275346463892725e-05
Suprabasal,SHOC2,0.6029562974327974,9.224403070051679e-06,5,pos,1.826614469317164e-05
T_reg,MRI1,0.6760549043466982,2.522783217884239e-07,1,pos,2.9397727785429595e-06
T_reg,ALDH1B1,0.666375390998891,4.3010191541625886e-07,2,pos,3.186115238307252e-06
T_reg,CC2D1A,0.6608034211693891,5.796302522398378e-07,3,pos,3.5397267312356503e-06
T_reg,COLGALT1,0.6572501371416256,6.988586771505823e-07,4,pos,3.803312528710652e-06
T_reg,LAMB3,0.6453461900429116,1.2850907307182524e-06,5,pos,5.036170081178709e-06
gdT,ALDH1B1,0.6683012772583006,3.873904819151619e-07,1,pos,3.1345933527133983e-06
gdT,MRI1,0.6654045508920177,4.5325659647765804e-07,2,pos,3.2342134241150994e-06
gdT,ISYNA1,0.6619042352910722,5.467195813846359e-07,3,pos,3.4712354373627677e-06
gdT,CC2D1A,0.6617061671087663,5.525099089354057e-07,4,pos,3.480377379120666e-06
gdT,COLGALT1,0.6560986982574352,7.421401297946773e-07,5,pos,3.844462337295859e-06
