cell_type,gene,r,p,rank,direction,p_bh
DC_activated,CALML5,-0.5931959362346586,1.3962739047412853e-05,3,neg,2.4767608066364264e-05
DC_activated,UPF2,-0.5811872995044252,2.2833761150531373e-05,4,neg,3.5817664549853134e-05
DC_activated,CLPP,-0.5793260967541555,2.4599835709793183e-05,5,neg,3.791882190334209e-05
DC_plasmacytoid,GSTK1,-0.6648648898576389,4.6662383579310074e-07,1,neg,3.274553233635795e-06
DC_plasmacytoid,GDI2,-0.605634033588274,8.213000689760719e-06,2,neg,1.6761225897470855e-05
DC_plasmacytoid,PEBP1,-0.5986503505353398,1.1094079667151036e-05,3,neg,2.1031430648627557e-05
DC_plasmacytoid,CCT3,-0.59797674294882,1.1416297763355843e-05,4,neg,2.1329816095397683e-05
DC_plasmacytoid,TRIM14,-0.5899225359178948,1.5997179390714322e-05,5,neg,2.764091471397723e-05
Deuterosomal,ATG5,-0.5565548063720844,5.906184553383653e-05,1,neg,7.504586420016137e-05
Deuterosomal,TMPPE,-0.5423335494685777,9.888457566753495e-05,2,neg,0.00011667796538942176
Deuterosomal,OGFR,-0.5365414322499233,0.0001211819659101554,3,neg,0.0001407047499682501
Deuterosomal,GSTK1,-0.5352698232157288,0.00012665169989256597,4,neg,0.00014641815016481615
Deuterosomal,NIBAN1,-0.5264836118414834,0.00017100966035710208,5,neg,0.0001932312546407933
Dividing_AT2,PEBP1,-0.6760355264263314,2.5255290814207854e-07,1,neg,2.9397727785429595e-06
Dividing_AT2,GSTK1,-0.674478586407787,2.755475054794232e-07,2,neg,2.9397727785429595e-06
Dividing_AT2,CALML5,-0.6144856352634078,5.552205034842217e-06,3,neg,1.256706388619927e-05
Dividing_AT2,CCT3,-0.580442793920874,2.3525752983699633e-05,4,neg,3.6687334087640754e-05
Dividing_AT2,CLPP,-0.5790029446624929,2.491894725165089e-05,5,neg,3.8203651596898576e-05
Dividing_Basal,TSTD1,-0.6417091692775904,1.5399334500898476e-06,1,neg,5.599758000326718e-06
Dividing_Basal,ISLR,-0.6198461700702681,4.354614302481963e-06,2,neg,1.046153586181853e-05
Dividing_Basal,ALDOC,-0.6146654071940726,5.507549773131615e-06,3,neg,1.256706388619927e-05
Dividing_Basal,PACSIN2,-0.5690285282795071,3.6848998898442176e-05,4,neg,5.117916513672524e-05
Dividing_Basal,YWHAE,-0.5683665104132011,3.780140494180628e-05,5,neg,5.216127120884159e-05
Endothelia_Lymphatic,MPG,-0.5382236941464185,0.00011427604406755165,1,neg,0.00013346107336356398
Endothelia_Lymphatic,PRPF19,-0.5271526360759478,0.00016719222915129173,2,neg,0.00018918498348095245
Endothelia_Lymphatic,DERPC,-0.4937297648080081,0.0004886934336376658,3,neg,0.0005198866315294317
Endothelia_Lymphatic,PRPF38A,-0.48778341452431156,0.0005848188998716086,4,neg,0.0006172231133209589
Endothelia_Lymphatic,HNRNPH1,-0.47698255356553776,0.0008037414149353328,5,neg,0.0008372306405576384
Endothelia_vascular_Cap_a,PEBP1,-0.6801563509911969,2.0002617229231134e-07,1,neg,2.9397727785429595e-06
Endothelia_vascular_Cap_a,GSTK1,-0.5856885548119467,1.9032854118528064e-05,2,neg,3.1459263005831514e-05
Endothelia_vascular_Cap_a,CALML5,-0.5800403465040965,2.3907778914145084e-05,3,neg,3.7066323897899353e-05
Endothelia_vascular_Cap_a,CLPP,-0.5449141400712675,9.021127493791248e-05,4,neg,0.0001085248420305714
Endothelia_vascular_Cap_a,UPF2,-0.5428917416991559,9.694659279890772e-05,5,neg,0.00011511045356661077
Endothelia_vascular_Cap_g,PEBP1,-0.6703867418396349,3.4561155737300453e-07,1,neg,3.090980365329038e-06
Endothelia_vascular_Cap_g,GSTK1,-0.5705320366740584,3.476707884475516e-05,2,neg,4.896771668275375e-05
Endothelia_vascular_Cap_g,CALML5,-0.5691563948563476,3.666759710130307e-05,3,neg,5.101578727137819e-05
Endothelia_vascular_Cap_g,CLPP,-0.5411591437906687,0.00010307768788075933,4,neg,0.000121089794867265
Endothelia_vascular_Cap_g,UPF2,-0.53372247614867,0.00013360987994914808,5,neg,0.00015379554526520641
Endothelia_vascular_arterial_pulmonary,PEBP1,-0.6498779187203323,1.022300922137731e-06,1,neg,4.493630426979038e-06
Endothelia_vascular_arterial_pulmonary,CALML5,-0.6371738071015512,1.9233060915002653e-06,2,neg,6.134948549876741e-06
Endothelia_vascular_arterial_pulmonary,PRDX6,-0.6230868613844079,3.7514870332433503e-06,3,neg,9.46408838575774e-06
Endothelia_vascular_arterial_pulmonary,BPNT1,-0.6085291600446597,7.2352272646458715e-06,4,neg,1.552711715627588e-05
Endothelia_vascular_arterial_pulmonary,DDAH1,-0.6038140798890571,8.888558627795362e-06,5,neg,1.791145315424758e-05
Endothelia_vascular_arterial_systemic,F11R,-0.6069474833852901,7.755223865979488e-06,1,neg,1.619890102554462e-05
Endothelia_vascular_arterial_systemic,TTLL12,-0.5850418271807114,1.9540576917220775e-05,2,neg,3.196822399545321e-05
Endothelia_vascular_arterial_systemic,BPNT1,-0.5846060372337805,1.9889685521690126e-05,3,neg,3.240681958727515e-05
Endothelia_vascular_arterial_systemic,TACSTD2,-0.5838655292747381,2.0496068093400766e-05,4,neg,3.3124958534789116e-05
Endothelia_vascular_arterial_systemic,CRABP2,-0.5794229498430257,2.4504926697810347e-05,5,neg,3.784544663754494e-05
Endothelia_vascular_venous_pulmonary,SIN3A,-0.44523119834419966,0.001931712915069106,1,neg,0.001966120015337512
Endothelia_vascular_venous_pulmonary,RPS6KA1,-0.42654205866492056,0.0031167885777430016,2,neg,0.00315225140606119
Endothelia_vascular_venous_pulmonary,ATXN3,-0.4091144693587339,0.004756200650742892,3,neg,0.004792141713594853
Endothelia_vascular_venous_pulmonary,ALKBH5,-0.4006162870225119,0.0057990521900124214,4,neg,0.005828193155791379
Endothelia_vascular_venous_pulmonary,MRPL4,-0.37425353343117385,0.010397445856674237,5,neg,0.010397445856674237
Endothelia_vascular_venous_systemic,CDC5L,-0.6735216353596074,2.906330700547244e-07,1,neg,2.9397727785429595e-06
Endothelia_vascular_venous_systemic,MRI1,-0.6290496182465488,2.838845312158611e-06,2,neg,7.777658389475646e-06
Endothelia_vascular_venous_systemic,CCDC124,-0.603279062202289,9.0966832890782e-06,3,neg,1.810127320336319e-05
Endothelia_vascular_venous_systemic,PPP2R5D,-0.6022975687650809,9.490209240681224e-06,4,neg,1.860825341310044e-05
Endothelia_vascular_venous_systemic,ALDH1B1,-0.6019990953548774,9.612955706117532e-06,5,neg,1.8711349306311497e-05
Erythrocyte,PEBP1,-0.6523062111140948,9.029444283381594e-07,1,neg,4.175465564569523e-06
Erythrocyte,GSTK1,-0.5720721925780956,3.274664484309575e-05,2,neg,4.695628038401253e-05
Erythrocyte,CALML5,-0.5706946051437658,3.45485490740316e-05,3,neg,4.878410506035737e-05
Erythrocyte,CLPP,-0.5694688445454287,3.622776693723573e-05,4,neg,5.0745011077625236e-05
Erythrocyte,UPF2,-0.5536535032242726,6.573486009187057e-05,5,neg,8.255555427550464e-05
Fibro_adventitial,HBA1,-0.6404180258622568,1.641145601860572e-06,1,neg,5.809364962338308e-06
Fibro_adventitial,MPG,-0.6319959661565775,2.4681934380765824e-06,2,neg,7.077257170112064e-06
Fibro_adventitial,H2AZ1;H2AZ2,-0.6209307269134491,4.143452195792818e-06,3,neg,1.0075263697976459e-05
Fibro_adventitial,DLST,-0.6145211257851411,5.543362808335672e-06,4,neg,1.256706388619927e-05
Fibro_adventitial,LMNB1,-0.6131325642379358,5.899189074565214e-06,5,neg,1.3000967657443998e-05
Fibro_alveolar,PEBP1,-0.6459994139672226,1.2436922816050355e-06,1,neg,4.972075310013055e-06
Fibro_alveolar,GSTK1,-0.5706743301872647,3.4575734461528285e-05,2,neg,4.878410506035737e-05
Fibro_alveolar,UPF2,-0.5643340052616735,4.4106430409307507e-05,3,neg,5.861319655721928e-05
Fibro_alveolar,CALML5,-0.5520607742725017,6.968416723873716e-05,4,neg,8.696931948672344e-05
Fibro_alveolar,PPAT,-0.5484221507766739,7.9531676501432e-05,5,neg,9.758487914286135e-05
Fibro_immune_recruiting,HBA1,-0.6842525725066559,1.5805540232172177e-07,1,neg,2.9397727785429595e-06
Fibro_immune_recruiting,DLST,-0.6345056261063836,2.1883706262659786e-06,2,neg,6.581565793281138e-06
Fibro_immune_recruiting,NFKB1,-0.6144506834623896,5.560925769643177e-06,3,neg,1.256706388619927e-05
Fibro_immune_recruiting,ARID1A,-0.6139572381114374,5.685401485600039e-06,4,neg,1.2704807789050366e-05
Fibro_immune_recruiting,HBB,-0.613747599572051,5.739059087517262e-06,5,neg,1.275346463892725e-05
Fibro_myofibroblast,MPG,-0.5937638952574623,1.3635002778844552e-05,1,neg,2.429399158814174e-05
Fibro_myofibroblast,HBA1,-0.5842929012227409,2.014406449446504e-05,2,neg,3.262196679265593e-05
Fibro_myofibroblast,RTF1,-0.5767494449720428,2.7252056505222555e-05,3,neg,4.090364953879558e-05
Fibro_myofibroblast,CUTC,-0.5645073680072937,4.3816701309928874e-05,4,neg,5.84222684132385e-05
Fibro_myofibroblast,H2AZ1;H2AZ2,-0.5613691165279059,4.934073426920982e-05,5,neg,6.449769185517623e-05
Fibro_peribronchial,MRPL4,-0.5089251388899788,0.0003042236141037602,1,neg,0.0003306778414171306
Fibro_peribronchial,PFDN6,-0.4408276359632443,0.002167445834028836,2,neg,0.002200452623379529
Fibro_peribronchial,ALKBH5,-0.4405677680588125,0.00218212025706066,3,neg,0.002212542719453141
Fibro_peribronchial,TRMT6,-0.4338068732220547,0.0025961088156372103,4,neg,0.0026289709525440103
Fibro_peribronchial,NELFA,-0.4217468142522384,0.0035088870231867464,5,neg,0.003544330326451259
Fibro_perichondrial,DCTN4,-0.5131531611854849,0.0002655759056280349,1,neg,0.0002898509201943082
Fibro_perichondrial,MTM1,-0.5021957824384465,0.00037630120979614823,2,neg,0.00040516953948441264
Fibro_perichondrial,CRYL1,-0.4690253354236527,0.0010092591872317147,3,neg,0.0010458644427271656
Fibro_perichondrial,PPP6C,-0.46553451217412917,0.0011133710574469102,4,neg,0.001146327987075326
Fibro_perichondrial,EXOC7,-0.46158140920259105,0.0012427533908041521,5,neg,0.0012762550868335323
ILC,GSTK1,-0.6083065156170039,7.306425561903751e-06,1,neg,1.5587041198728e-05
ILC,TRIM14,-0.5895309735544404,1.6257982571765695e-05,2,neg,2.8031004434078785e-05
ILC,UPF2,-0.5864384319118116,1.8459342295829018e-05,3,neg,3.076250795644921e-05
ILC,PPAT,-0.5829692747168764,2.1252684712758096e-05,4,neg,3.400429554041295e-05
ILC,GDI2,-0.5737204337529275,3.070406760863342e-05,5,neg,4.498764484781454e-05
Ionocyte_n_Brush,MFF,-0.6845255353245671,1.5557346944028438e-07,1,neg,2.9397727785429595e-06
Ionocyte_n_Brush,PRDX6,-0.650057986232881,1.0129708443162855e-06,2,neg,4.477219201397947e-06
Ionocyte_n_Brush,F11R,-0.6264997301904898,3.2005286292324797e-06,3,neg,8.313061374629818e-06
Ionocyte_n_Brush,CALML5,-0.6036223658579432,8.962626416586517e-06,4,neg,1.7968902287420826e-05
Ionocyte_n_Brush,ISLR,-0.6021151596639737,9.565051750426434e-06,5,neg,1.8663515610588165e-05
MAIT,GSTK1,-0.6013910248733189,9.867561695076077e-06,1,neg,1.906775206777986e-05
MAIT,UPF2,-0.592340050184401,1.4470332055038782e-05,2,neg,2.5386547464980322e-05
MAIT,PEBP1,-0.5825581502020025,2.160826486674594e-05,3,neg,3.450421535608134e-05
MAIT,PPAT,-0.5712367502510421,3.382884484470772e-05,4,neg,4.816808640112575e-05
MAIT,CLPP,-0.5700851070272753,3.53743991869937e-05,5,neg,4.973553488505265e-05
Macro_AW_CX3CR1,ARHGDIB,-0.6884484523439905,1.2368864532597001e-07,1,neg,2.880532495705016e-06
Macro_AW_CX3CR1,ADK,-0.6488645068869939,1.0763152020754063e-06,2,neg,4.679631313371331e-06
Macro_AW_CX3CR1,B2M,-0.6487116182673803,1.0846903255590234e-06,3,neg,4.690552759174155e-06
Macro_AW_CX3CR1,PSME2,-0.6407188666729716,1.617026531786081e-06,4,neg,5.759141771477516e-06
Macro_AW_CX3CR1,GNB2,-0.6324409300598107,2.4162820164708165e-06,5,neg,6.978431816522214e-06
Macro_CCL,UPF2,-0.566672556003268,4.034195227697879e-05,1,neg,5.516848174629578e-05
Macro_CCL,PEBP1,-0.5648971787981499,4.317158762212614e-05,2,neg,5.802547911551172e-05
Macro_CCL,PPAT,-0.564818244016612,4.330151378995062e-05,3,neg,5.802547911551172e-05
Macro_CCL,CLPP,-0.5585966773871349,5.474311668485221e-05,4,neg,7.06362795933577e-05
Macro_CCL,GSTK1,-0.5575090432098253,5.700623372573155e-05,5,neg,7.285141690189335e-05
Macro_CHIT1,PEBP1,-0.6625539678175876,5.281190118555656e-07,1,neg,3.4630754875774796e-06
Macro_CHIT1,CALML5,-0.6399443444697507,1.6797985544769745e-06,2,neg,5.815520302993681e-06
Macro_CHIT1,SCGB1D1,-0.5562754613098785,5.96762961260211e-05,3,neg,7.553961534939379e-05
Macro_CHIT1,FABP7,-0.5475143764071017,8.217860362713658e-05,4,neg,0.00010006527077885733
Macro_CHIT1,GSTK1,-0.5465836061920891,8.497576729760148e-05,5,neg,0.00010300093005769877
Macro_alv,PEBP1,-0.7328962673803512,6.996136558967692e-09,1,neg,6.218788052415726e-07
Macro_alv,CALML5,-0.7004728722314578,5.986349038700212e-08,2,neg,1.6514066313655758e-06
Macro_alv,FABP7,-0.630596827383277,2.6382284443737802e-06,3,neg,7.389553039091438e-06
Macro_alv,GLO1,-0.597937667617614,1.143525118885158e-05,4,neg,2.1329816095397683e-05
Macro_alv,CHI3L2,-0.5922400009483737,1.453076263713271e-05,5,neg,2.5430020762427912e-05
Macro_alveolar_metallothioneins,PGGT1B,-0.5888113714907686,1.6747498698066465e-05,1,neg,2.8567161958322326e-05
Macro_alveolar_metallothioneins,TPM3,-0.5860383093888183,1.8763352164219427e-05,2,neg,3.1142493218621456e-05
Macro_alveolar_metallothioneins,RPIA,-0.5735178554746134,3.094865644981404e-05,3,neg,4.518052036469202e-05
Macro_alveolar_metallothioneins,GRB2,-0.5710445820961955,3.408236347390847e-05,4,neg,4.834377797717514e-05
Macro_alveolar_metallothioneins,NFKB1,-0.557768643022671,5.645843186341537e-05,5,neg,7.238260495309662e-05
Macro_dividing,PEBP1,-0.6918797996441551,1.0090935020912184e-07,1,neg,2.604112263461209e-06
Macro_dividing,CALML5,-0.6381127841106964,1.8373351520217795e-06,2,neg,5.971684204081407e-06
Macro_dividing,GSTK1,-0.5798759287811291,2.406548538758102e-05,3,neg,3.723866210844259e-05
Macro_dividing,FABP7,-0.5741102862432859,3.0238347648703368e-05,4,neg,4.464896807930342e-05
Macro_dividing,CLPP,-0.5536571375046435,6.572608718991013e-05,5,neg,8.255555427550464e-05
Macro_int,TPM3,-0.6495876222573036,1.0375105707893795e-06,1,neg,4.535565336784172e-06
Macro_int,ADK,-0.6392546237939125,1.7375915655204466e-06,2,neg,5.881362427512203e-06
Macro_int,GRB2,-0.6166200753172866,5.042959213108489e-06,3,neg,1.186578638378468e-05
Macro_int,SMAP2,-0.6074871726122337,7.574041439584178e-06,4,neg,1.5987422563766074e-05
Macro_int,CSK,-0.6046420590190051,8.575107683927996e-06,5,neg,1.736730670162632e-05
Macro_interstitial,PEBP1,-0.5891972163964966,1.648336441695264e-05,1,neg,2.829762131665689e-05
Macro_interstitial,GSTK1,-0.5611767610381687,4.96991959115789e-05,2,neg,6.486028830222369e-05
Macro_interstitial,CLPP,-0.5565298994678292,5.911639540046032e-05,3,neg,7.504586420016137e-05
Macro_interstitial,PPAT,-0.5548145036950324,6.298603961663041e-05,4,neg,7.960320962607319e-05
Macro_interstitial,UPF2,-0.5444637423645923,9.167322533687461e-05,5,neg,0.00011011798839264218
Macrophage_intermediate,ADK,-0.624323764873416,3.5424021347374435e-06,1,neg,8.99657685012684e-06
Macrophage_intermediate,PGGT1B,-0.5986541706252592,1.1092276466895257e-05,2,neg,2.1031430648627557e-05
Macrophage_intermediate,ARHGDIB,-0.5940990609924862,1.3444934430673072e-05,3,neg,2.4062522471003264e-05
Macrophage_intermediate,TPM3,-0.5779489120051617,2.5986389969867574e-05,4,neg,3.944803031478949e-05
Macrophage_intermediate,SELENOH,-0.5683558517751425,3.781692162641015e-05,5,neg,5.216127120884159e-05
Mast_cell,GSTK1,-0.6375067869222186,1.8924014308918657e-06,1,neg,6.080004597242942e-06
Mast_cell,PPAT,-0.60761302938781,7.53235454231671e-06,2,neg,1.5983776217117687e-05
Mast_cell,ALDH9A1,-0.5968861567801212,1.1956296034121294e-05,3,neg,2.2039255362435567e-05
Mast_cell,TRIM14,-0.5926443728186022,1.4287936871637541e-05,4,neg,2.5232559596710887e-05
Mast_cell,UPF2,-0.5818457404868226,2.2237387237167283e-05,5,neg,3.501950746010596e-05
Megakaryocyte,GSTK1,-0.615624636263174,5.274832349799752e-06,1,neg,1.2302815976209334e-05
Megakaryocyte,TRIM14,-0.5581957003519958,5.556772187764736e-05,2,neg,7.135502006760495e-05
Megakaryocyte,ALDH9A1,-0.552368169259675,6.890549455373929e-05,3,neg,8.640187404857591e-05
Megakaryocyte,PEBP1,-0.5482078442769079,8.014945102896576e-05,4,neg,9.819228303701777e-05
Megakaryocyte,GDI2,-0.5341560545913204,0.00013162591508053545,5,neg,0.00015194910831807846
Mesothelia,HBA1,-0.6709671030534536,3.3475431382434806e-07,1,neg,3.090980365329038e-06
Mesothelia,DLST,-0.6208614660346478,4.156649014763758e-06,2,neg,1.0076724884275778e-05
Mesothelia,MPG,-0.6035084346073469,9.00691227156969e-06,3,neg,1.7968902287420826e-05
Mesothelia,H2AZ1;H2AZ2,-0.6014858866798048,9.827437233322911e-06,4,neg,1.9036198030649708e-05
Mesothelia,HBB,-0.5980131214467801,1.1398678438245824e-05,5,neg,2.1329816095397683e-05
